"1","1","category",,"0","2"
"2","2","nav_menu",,"0","5"
"3","3","portfolio-type",,"0","6"
"4","4","portfolio-type",,"0","4"
"5","5","portfolio-type",,"0","1"
"6","6","portfolio-type",,"0","0"
"7","7","portfolio-type",,"0","7"
"8","8","portfolio-type",,"0","0"
"9","9","portfolio-type",,"0","4"
"10","10","portfolio-type",,"0","3"
"11","11","portfolio-type",,"0","0"
"12","12","video-category",,"0","1"
"13","13","post_tag",,"0","1"
