"1","1","0"
"26","3","0"
"61","2","0"
"62","2","0"
"63","2","0"
"64","2","0"
"82","2","0"
"123","9","0"
"124","3","0"
"125","7","0"
"129","4","0"
"130","3","0"
"274","7","0"
"275","7","0"
"276","7","0"
"277","4","0"
"278","4","0"
"278","9","0"
"279","4","0"
"279","9","0"
"280","7","0"
"280","9","0"
"280","10","0"
"281","3","0"
"281","10","0"
"282","7","0"
"282","10","0"
"283","3","0"
"283","7","0"
"284","3","0"
"285","5","0"
"305","12","0"
"332","1","0"
"332","13","0"
"350","1","0"
